dt,A1,A2,A3
2009-05-18,101.89,90.36,34.12
2009-05-19,101.98,90.96,34.26
2009-05-20,102.29,92.25,34.36
2009-05-21,101.97,93.85,33.91
2009-05-22,101.7,94.15,34.01
2009-05-25,101.7,94.15,34.01
2009-05-26,101.47,93.76,34.75
2009-05-27,100.91,93.45,34.17
2009-05-28,100.95,94.24,34.62
2009-05-29,102.03,96.21,35.3
2009-06-01,100.46,95.75,36.11
2009-06-02,101.15,96.36,36.14
2009-06-03,101.43,94.41,35.44
2009-06-04,100.59,96.23,35.75
2009-06-05,100.07,93.62,35.55
2009-06-08,99.8,93.59,35.5
2009-06-09,100.25,93.83,35.86
2009-06-10,99.97,93.86,35.81
2009-06-11,100.32,93.7,36.27
2009-06-12,100.81,92.17,36.22
2009-06-15,101.19,91.1,35.07
2009-06-16,101.33,91.93,34.62
2009-06-17,101.53,92.35,34.48
2009-06-18,100.87,91.61,34.57
2009-06-19,101.24,91.94,34.76
2009-06-22,101.39,90.58,33.72
2009-06-23,101.72,90.92,33.58
2009-06-24,101.45,91.45,33.74
2009-06-25,101.92,92.31,34.63
2009-06-26,102.22,92.29,34.52
2009-06-29,102.13,92.04,34.77
2009-06-30,102.15,91.18,34.49
2009-07-01,101.77,92.4,34.96
2009-07-02,102.01,91.3,33.9
2009-07-03,102.01,91.3,33.9
2009-07-06,101.93,90.76,33.87
2009-07-07,102.26,90.74,33.19
2009-07-08,102.82,89.27,33.1
2009-07-09,102.53,89.51,33.39
2009-07-10,102.88,89.58,33.11
2009-07-13,102.83,90.19,33.67
2009-07-14,102.52,90.81,33.94
2009-07-15,101.85,92.24,35.15
2009-07-16,102.17,91.98,35.44
2009-07-17,102.17,91.93,35.44
2009-07-20,102.29,93.28,36.13
2009-07-21,103,93.13,36.29
2009-07-22,102.65,93.44,36.16
2009-07-23,102.39,93.26,37.05
2009-07-24,102.39,93.41,37.21
2009-07-27,102.08,93.71,37.31
2009-07-28,102.27,92.11,37.09
2009-07-29,102.45,91.2,36.81
2009-07-30,102.58,91.62,37.54
2009-07-31,103.1,93.35,37.74
2009-08-03,102.55,93.87,38.64
2009-08-04,102.24,94.68,38.55
2009-08-05,102.15,94.78,38.44
2009-08-06,102.2,94.6,38.18
2009-08-07,101.59,93.75,38.47
2009-08-10,102.38,92.95,38.18
2009-08-11,102.74,92.79,37.84
2009-08-12,102.69,92.88,38.27
2009-08-13,102.95,93.72,38.72
2009-08-14,103.13,93.01,38.37
2009-08-17,103.56,91.61,37.15
2009-08-18,103.22,92.07,37.58
2009-08-19,103.43,92.53,38
2009-08-20,103.6,92.27,38.37
2009-08-21,103,93.65,39.14
2009-08-24,103.42,92.34,39.14
2009-08-25,103.59,92.76,39.31
2009-08-26,103.74,92.82,39.18
2009-08-27,103.66,93.19,39.31
2009-08-28,103.59,93.8,39.31
2009-08-31,104.02,93.4,38.86
2009-09-01,103.51,93.9,38.04
2009-09-02,104.06,96.16,38.07
2009-09-03,103.87,97.46,38.38
2009-09-04,103.67,97.53,38.92
2009-09-07,103.67,97.53,38.92
2009-09-08,103.52,97.43,39.54
2009-09-09,103.7204,97.08,39.93
2009-09-10,104.25,97.7,40.38
2009-09-11,104.24,98.78,40.33
2009-09-14,104.09,97.96,40.42
2009-09-15,103.93,98.9,40.58
2009-09-16,104.01,99.91,41.32
2009-09-17,104.5,99.34,41.2
2009-09-18,104.24,98.67,41.25
2009-09-21,104.16,98.36,40.9
2009-09-22,104.09,99.67,41.38
2009-09-23,104.35,98.83,40.9
2009-09-24,104.48,97.55,40.46
2009-09-25,104.79,97,40.25
2009-09-28,104.78,97.05,40.766
2009-09-29,104.73,97.43,40.8
2009-09-30,104.92,98.85,40.75
2009-10-01,104.82,97.89,39.69
2009-10-02,104.62,98.37,39.37
2009-10-05,104.69,99.82,40
2009-10-06,104.54,102.28,40.68
2009-10-07,104.96,102.361,40.81
2009-10-08,104.89,103.64,41.34
2009-10-09,104.16,102.84,41.39
2009-10-12,104.4,103.56,41.38
2009-10-13,104.66,104.26,41.41
2009-10-14,104.41,104.18,42.26
2009-10-15,104.25,102.86,42.42
2009-10-16,104.24,103.18,42.03
2009-10-19,104.45,104.23,42.49
2009-10-20,104.7,103.42,42.22
2009-10-21,104.63,103.745,42.03
2009-10-22,104.47,103.92,42.46
2009-10-23,104.34,103.49,41.73
2009-10-26,104.06,101.86,41.27
2009-10-27,104.47,101.85,41.07
2009-10-28,104.62,100.73,39.88
2009-10-29,104.41,102.688,41.07
2009-10-30,104.81,102.53,39.65
2009-11-02,104.32,103.95,40.09
2009-11-03,104.18,106.46,40.04
2009-11-04,104.01,107.1,40.57
2009-11-05,104.28,106.98,41.2
2009-11-06,104.37,107.43,41.28
2009-11-09,104.51,108.19,42.399899
2009-11-10,104.54,108.39,42.28
2009-11-11,104.58,109.6,42.45
2009-11-12,104.79,108.21,41.88
2009-11-13,104.9,109.74,42.3
2009-11-16,105.15,111.63,43
2009-11-17,105.24,111.97,42.88
2009-11-18,105.02,112.25,42.91
2009-11-19,105.13,112.3,42.02
2009-11-20,105.17,112.94,41.88
2009-11-23,105.15,114.29,42.53
2009-11-24,105.46,114.73,42.35
2009-11-25,105.56,116.62,42.77
2009-11-26,105.56,116.62,42.77
2009-11-27,105.65,115.06,41.75
2009-11-30,105.83,115.64,41.79
2009-12-01,105.22,117.38,42.69
2009-12-02,105.02,119.18,42.89
2009-12-03,105.03,118.7,42.54
2009-12-04,104.82,113.753,42.73
2009-12-07,104.92,113.11,42.54
2009-12-08,105.06,110.95,41.94
2009-12-09,104.95,110.84,41.82
2009-12-10,104.87,110.82,42.12
2009-12-11,104.62,109.32,42.22
2009-12-14,104.68,110.24,42.5
2009-12-15,104.39,110.21,42.16
2009-12-16,104.58,111.59,42.43
2009-12-17,104.75,107.34,41.75
2009-12-18,104.75,108.95,41.86
2009-12-21,104.314,106.95,42.1
2009-12-22,104.01,106.17,42.08
2009-12-23,104.05,106.55,42.32
2009-12-24,103.87,108.36,42.49
2009-12-25,103.87,108.36,42.49
2009-12-28,103.24,108.55,42.49
2009-12-29,103.06,107.47,42.61
2009-12-30,103.32,106.93,42.36
2009-12-31,103.19,107.31,42.29
2010-01-01,103.19,107.31,42.29
2010-01-04,103.31,109.8,43.16
2010-01-05,103.78,109.7,43.52
2010-01-06,103.72,111.51,43.51
2010-01-07,103.6,110.82,43.3
2010-01-08,103.66,111.37,43.57
2010-01-11,103.58,112.85,43.85
2010-01-12,104.24,110.49,43.3
2010-01-13,103.8,111.54,43.66
2010-01-14,104.07,112.03,43.75
2010-01-15,104.2655,110.86,43.32
2010-01-18,104.2655,110.86,43.32
2010-01-19,104.1,111.52,43.82
2010-01-20,104.37,108.94,42.87
2010-01-21,104.4,107.37,42.06
2010-01-22,104.46,107.17,41.09
2010-01-25,104.45,107.48,41.526001
2010-01-26,104.58,107.56,41.28
2010-01-27,104.5,106.528,41.28
2010-01-28,104.41,106.48,40.58
2010-01-29,104.65,105.96,40.05
2010-02-01,104.18,108.35,40.79
2010-02-02,104.3,109.13,41.45
2010-02-03,104.11,108.7,41.1
2010-02-04,104.36,104.37,39.61
2010-02-05,104.4,104.68,39.49
2010-02-08,104.6,104.04,39.19
2010-02-09,104.41,105.41,39.99
2010-02-10,104.17,105.12,39.98
2010-02-11,103.998,107.13,40.37
2010-02-12,104.02,107.04,40.18
2010-02-15,104.02,107.04,40.18
2010-02-16,104.28,109.62,41.02
2010-02-17,103.96,109.25,41.12
2010-02-18,103.92,109.98,41.33
2010-02-19,104,109.47,41.18
2010-02-22,103.82,109.07,41.24
2010-02-23,104.19,107.89,40.78
2010-02-24,104.3,107.36,40.97
2010-02-25,104.51,108.31,40.7
2010-02-26,104.53,109.43,40.92
2010-03-01,104.36,109.43,41.49
2010-03-02,104.4,111.02,41.64
2010-03-03,104.4,111.63,41.9
2010-03-04,104.59,110.83,41.77
2010-03-05,104.39,110.81,42.61
2010-03-08,104.46,109.88,42.57
2010-03-09,104.58,109.718,42.514
2010-03-10,104.51,108.47,42.68
2010-03-11,104.51,108.6,42.9
2010-03-12,104.515,107.95,43.05
2010-03-15,104.65,108.36,42.93
2010-03-16,104.84,110.4,43.36
2010-03-17,104.92,109.59,43.68
2010-03-18,104.83,110.34,43.41
2010-03-19,104.75,108.28,43.05
2010-03-22,104.83,107.75,43.22
2010-03-23,104.85,108.32,43.5
2010-03-24,104.32,106.3,42.97
2010-03-25,104.05,106.78,42.95
2010-03-26,104.22,108.59,43.18
2010-03-29,104.1,108.75,43.63
2010-03-30,104.14,107.97,43.68
2010-03-31,104.2,108.95,43.51
2010-04-01,103.84,110.26,44.13
2010-04-02,103.84,110.26,44.13
2010-04-05,103.199,110.89,44.419899
2010-04-06,103.33,111.03,44.52
2010-04-07,103.77,112.49,44.2
2010-04-08,103.67,112.65,44.33
2010-04-09,103.78,113.64,44.68
2010-04-12,104.02,113.01,44.76
2010-04-13,104.19,112.69,44.65
2010-04-14,104.07,113.03,45.29
2010-04-15,104.26,113.65,45.12
2010-04-16,104.42,111.24,44.34
2010-04-19,104.23,111.15,44.26
2010-04-20,104.4,111.46,44.76
2010-04-21,104.58,112.31,44.5
2010-04-22,104.37,111.84,44.54
2010-04-23,104.24,113.19,44.93
2010-04-26,104.23,112.75,44.68
2010-04-27,104.56,114.63,43.42
2010-04-28,104.4,114.31,43.51
2010-04-29,104.44,114.28,44.14
2010-04-30,104.89,115.36,43.41
2010-05-03,104.38,115.73,43.93
2010-05-04,104.8,114.87,42.48
2010-05-05,104.72,115.09,41.66
2010-05-06,104.87,118.486,40.3
2010-05-07,104.41,118.27,39.75
2010-05-10,104.4,117.57,41.95
2010-05-11,104.79,120.656,41.66
2010-05-12,104.68,121.4,42.29
2010-05-13,104.83,120.56,41.9
2010-05-14,105.21,120.37,40.95
2010-05-17,105.13,119.36,40.97
2010-05-18,105.49,119.49,40.25
2010-05-19,105.54,116.63,40.13
2010-05-20,105.45,115.84,38.49
2010-05-21,105.9,115.22,39.28
2010-05-24,105.84,116.84,38.61
2010-05-25,105.97,117.36,38.52
2010-05-26,105.85,118.47,38.23
2010-05-27,105.6,118.69,39.9
2010-05-28,105.71,118.881,39.34
2010-05-31,105.71,118.881,39.34
2010-06-01,105.56,119.91,38.8
2010-06-02,105.45,119.78,40
2010-06-03,105.4,117.96,40
2010-06-04,105.67,119.19,38.43
2010-06-07,105.98,121.49,37.9
2010-06-08,105.86,121.0025,38.48
2010-06-09,105.92,120.56,38.35
2010-06-10,105.6,118.975,39.62
2010-06-11,105.66,120.01,39.76
2010-06-14,105.81,119.6,39.76
2010-06-15,105.81,120.99,40.8
2010-06-16,105.968,120.33,40.79
2010-06-17,106.22,121.9,40.84
2010-06-18,106.05,122.83,40.78
2010-06-21,106.28,120.39,40.91
2010-06-22,106.39,121.45,40.37
2010-06-23,106.66,120.95,39.93
2010-06-24,106.57,121.3,39.28
2010-06-25,106.72,122.76,39.54
2010-06-28,106.92,121.09,39.21
2010-06-29,107.24,121.27,37.97
2010-06-30,107.25,121.68,37.6
2010-07-01,106.88,117.04,37.83
2010-07-02,106.73,118.49,37.68
2010-07-05,106.73,118.49,37.68
2010-07-06,107.06,116.51,38.16
2010-07-07,106.92,117.73,39.23
2010-07-08,106.9,117.21,39.65
2010-07-09,106.74,118.36,39.886002
2010-07-12,106.86,117.34,39.69
2010-07-13,106.59,118.36,40.31
2010-07-14,106.95,118.3,40.46
2010-07-15,107.1,118.23,40.5
2010-07-16,107.43,116.67,39.379902
2010-07-19,107.33,115.73,39.63
2010-07-20,107.25,116.65,40.03
2010-07-21,107.72,115.85,39.34
2010-07-22,107.62,116.863,40.49
2010-07-23,107.43,116.09,40.8
2010-07-26,107.41,115.52,41.17
2010-07-27,107.37,113.51,41.27
2010-07-28,107.57,113.78,40.97
2010-07-29,107.67,114.288,41.1
2010-07-30,107.85,115.49,41.11
2010-08-02,107.41,115.54,42.27
2010-08-03,107.48,115.99,42.18
2010-08-04,107.29,116.72,42.24
2010-08-05,107.42,116.98,42.13
2010-08-06,107.63,117.84,42.08
2010-08-09,107.63,117.4,42.27
2010-08-10,107.81,117.73,42.08
2010-08-11,107.91,117.34,40.44
2010-08-12,107.74,118.77,40.32
2010-08-13,107.99,118.74,40.28
2010-08-16,108.35,119.73,40.49
2010-08-17,108.22,119.75,40.94
2010-08-18,108.1,120.22,41.01
2010-08-19,108.45,120.39,40.36
2010-08-20,108.3,119.97,40.030102
2010-08-23,108.41,119.78,39.83
2010-08-24,108.84,120.36,39.25
2010-08-25,108.59,121.36,39.25
2010-08-26,108.73,120.96,39.11
2010-08-27,108.13,121.01,39.9
2010-08-30,108.86,120.91,39.27
2010-08-31,108.94,122.08,39.35
2010-09-01,108.41,121.69,40.56
2010-09-02,108.27,122.29,41.03
2010-09-03,108.02,121.86,41.39
2010-09-06,108.02,121.86,41.39
2010-09-07,108.33,122.7,40.86
2010-09-08,108.25,122.71,41.18
2010-09-09,107.73,121.56,41.46
2010-09-10,107.5,121.73,41.55
2010-09-13,107.74,121.62,42.26
2010-09-14,108.13,124.024,42.4
2010-09-15,107.93,123.94,42.49
2010-09-16,107.75,124.63,42.4
2010-09-17,107.89,124.5425,42.23
2010-09-20,107.93,124.87,42.97
2010-09-21,108.39,126.01,42.81
2010-09-22,108.42,126.2,42.7
2010-09-23,108.54,126.3,42.33
2010-09-24,108.14,126.69,43.32
2010-09-27,108.51,126.72,43.17
2010-09-28,108.77,127.85,43.26
2010-09-29,108.69,127.95,43.3
2010-09-30,108.65,127.91,43.21
2010-10-01,108.26,128.91,43.6
2010-10-04,108.44,128.46,43.16
2010-10-05,108.44,130.99,44.19
2010-10-06,108.55,131.81,44.28
2010-10-07,108.6,130.37,44.17
2010-10-08,108.82,131.66,44.53
2010-10-11,108.76,132.292,44.56
2010-10-12,108.65,131.96,44.51
2010-10-13,108.64,134.07,45.06
2010-10-14,108.24,134.75,45.13
2010-10-15,108.02,133.68,45
2010-10-18,108.4,134.28,45.12
2010-10-19,108.49,130.11,44.2
2010-10-20,108.62,131.32,44.84
2010-10-21,108.45,129.47,44.8
2010-10-22,108.5,129.73,44.91
2010-10-25,108.51,130.85,45.06
2010-10-26,108.26,130.88,44.9
2010-10-27,108.05,129.52,44.6
2010-10-28,108.32,131.24,44.83
2010-10-29,108.55,132.62,44.83
2010-11-01,108.23,131.92,44.89
2010-11-02,108.42,132.49,45.32
2010-11-03,108.4,131.57,45.57
2010-11-04,108.92,136.03,46.6
2010-11-05,108.62,136.38,46.51
2010-11-08,108.57,137.78,46.33
2010-11-09,108.04,135.59,45.95
2010-11-10,107.95,137.24,46.07
2010-11-11,107.94,137.66,45.85
2010-11-12,107.51,133.69,45.38
2010-11-15,106.92,132.42,45.34
2010-11-16,107.18,130.968,44.38
2010-11-17,107.21,130.38,44.48
2010-11-18,107.18,132.088,45.46
2010-11-19,107.3,132.2,45.54
2010-11-22,107.56,133.48,45.33
2010-11-23,107.67,134.41,44.26
2010-11-24,107.15,134.18,44.86
2010-11-25,107.15,134.18,44.86
2010-11-26,107.37,133.11,44.45
2010-11-29,107.44,133.508,44.2
2010-11-30,107.37,135.42,43.85
2010-12-01,106.26,135.38,44.98
2010-12-02,106.05,135.2,45.75
2010-12-03,106.26,138.07,45.99
2010-12-06,106.65,139.11,45.92
2010-12-07,105.82,136.5,45.8
2010-12-08,105.31,134.79,45.89
2010-12-09,105.5,135.37,46.08
2010-12-10,105.3,135.408,46.14
2010-12-13,105.37,136.05,46.47
2010-12-14,104.782,136.18,46.54
2010-12-15,104.6,134.7,46.1
2010-12-16,104.8,133.81,46.32
2010-12-17,105.37,134.2,46.42
2010-12-20,105.44,135.11,46.35
2010-12-21,105.64,135.32,46.3
2010-12-22,105.5175,135.05,46.39
2010-12-23,105.32,134.66,46.37
2010-12-24,105.32,134.66,46.37
2010-12-27,105.62,135.02,46.36
2010-12-28,104.66,137.22,46.44
2010-12-29,105.4,137.71,46.61
2010-12-30,105.32,137.03,46.66
2010-12-31,105.75,138.72,46.81
2011-01-03,105.63,138,47.16
2011-01-04,105.66,134.75,47.11
2011-01-05,105.15,134.37,47.11
2011-01-06,105.17,133.83,46.81
2011-01-07,105.51,133.58,46.64
2011-01-10,105.79,134.12,46.53
2011-01-11,105.58,134.91,46.68
2011-01-12,105.57,135.46,47.44
2011-01-13,105.95,134.05,47.41
2011-01-14,105.73,132.69,47.77
2011-01-17,105.73,132.69,47.77
2011-01-18,105.66,133.43,47.92
2011-01-19,105.68,133.72,47.55
2011-01-20,105.28,131.2,47.24
2011-01-21,105.61,131.03,47.34
2011-01-24,105.55,130.36,47.64
2011-01-25,105.88,130.1,47.62
2011-01-26,105.53,131.16,47.83
2011-01-27,105.71,127.925,47.95
2011-01-28,105.86,130.28,46.83
2011-01-31,105.66,129.87,47.31
2011-02-01,105.12,130.8,48.27
2011-02-02,105,130.45,48.17
2011-02-03,104.61,132.2,48.26
2011-02-04,104.26,131.66,48.21
2011-02-07,104.3,131.68,48.43
2011-02-08,104,133.14,48.69
2011-02-09,104.19,133.07,48.46
2011-02-10,103.89,132.85,48.23
2011-02-11,104.3,132.3225,48.44
2011-02-14,104.35,132.95,48.48
2011-02-15,104.48,133.97,48.47
2011-02-16,104.48,134.1,48.86
2011-02-17,104.73,135.04,49.01
2011-02-18,104.69,135.41,49.24
2011-02-21,104.69,135.41,49.24
2011-02-22,105.07,136.29,47.92
2011-02-23,105.15,137.51,47.76
2011-02-24,105.17,136.48,47.81
2011-02-25,105.45,137.384,48.4
2011-02-28,105.65,137.661,48.78
2011-03-01,105.28,140.03,48.11
2011-03-02,105.11,139.917,48.33
2011-03-03,104.74,138.09,49.12
2011-03-04,105.02,139.35,48.71
2011-03-07,105.07,139.721,48.2
2011-03-08,104.99,139.36,48.6
2011-03-09,105.24,139.41,48.58
2011-03-10,105.61,137.77,47.52
2011-03-11,105.63,138.22,47.65
2011-03-14,105.69,138.86,47.23
2011-03-15,105.73,136.27,46.48
2011-03-16,106.03,136.24,45.34
2011-03-17,105.96,136.97,46.05
2011-03-18,105.92,138.37,46.59
2011-03-21,105.67,139.14,47.4
2011-03-22,105.68,139.05,47.46
2011-03-23,105.63,140.34,47.5
2011-03-24,105.34,139.22,48.02
2011-03-25,105.25,139.26,47.77
2011-03-28,105.2,138.54,47.63
2011-03-29,105.07,138.21,48.02
2011-03-30,105.25,138.67,48.42
2011-03-31,105.13,139.86,48.36
2011-04-01,104.96,139.2,48.73
2011-04-04,105.13,139.84,48.87
2011-04-05,104.91,142.05,48.91
2011-04-06,104.6,142.38,49.16
2011-04-07,104.76,142.51,48.97
2011-04-08,104.56,143.66,49.05
2011-04-11,104.66,142.64,48.83
2011-04-12,105.06,141.61,48.4
2011-04-13,105.17,141.9,48.56
2011-04-14,105.07,143.81,48.62
2011-04-15,105.45,145.05,48.57
2011-04-18,105.63,145.93,47.88
2011-04-19,105.84,145.93,48.28
2011-04-20,105.69,146.5,49.13
2011-04-21,105.76,146.74,49.47
2011-04-22,105.76,146.74,49.47
2011-04-25,105.82,146.87,49.37
2011-04-26,106.21,146.38,49.86
2011-04-27,106.12,149.2,50.37
2011-04-28,106.37,149.82,50.54
2011-04-29,106.46,152.37,50.69
2011-05-02,106.2,150.414,50.62
2011-05-03,106.23,149.88,50.21
2011-05-04,106.43,147.73,49.78
2011-05-05,106.67,143.47,49.08
2011-05-06,106.66,145.3,49.25
2011-05-09,106.78,147.38,49.58
2011-05-10,106.59,147.9,49.96
2011-05-11,106.78,146.54,49.24
2011-05-12,106.62,146.59,49.42
2011-05-13,106.79,145.63,48.64
2011-05-16,107.02,145.37,48.46
2011-05-17,107.14,144.74,48.58
2011-05-18,106.97,145.6,48.98
2011-05-19,106.89,145.65,49.19
2011-05-20,106.99,147.49,48.66
2011-05-23,107.08,147.83,47.76
2011-05-24,107.12,148.59,47.9
2011-05-25,107.1,148.58,48.09
2011-05-26,107.33,148.22,48.58
2011-05-27,107.43,149.7,48.83
2011-05-30,107.43,149.7,48.83
2011-05-31,107.46,149.64,49.7
2011-06-01,107.61,149.91,48.56
2011-06-02,107.18,149.5,48.73
2011-06-03,107.32,150.22,48.46
2011-06-06,107.34,150.48,47.83
2011-06-07,107.56,150.42,48.07
2011-06-08,107.65,149.81,47.61
2011-06-09,107.49,150.56,48.12
2011-06-10,107.48,149.24,47.21
2011-06-13,107.34,147.77,47.25
2011-06-14,107.05,148.67,47.82
2011-06-15,107.32,149.12,46.76
2011-06-16,107.39,148.97,46.65
2011-06-17,107.4899,149.94,46.76
2011-06-20,107.35,150.03,46.94
2011-06-21,107.45,150.76,47.74
2011-06-22,107.38,150.99,46.82
2011-06-23,107.73,148.339,46.5
2011-06-24,107.63,146.26,46.12
2011-06-27,107.44,145.73,46.49
2011-06-28,107.01,146.24,47.07
2011-06-29,106.69,147.18,47.69
2011-06-30,106.67,146.001,48.25
2011-07-01,106.4,144.93,48.9
2011-07-04,106.4,144.93,48.9
2011-07-05,106.81,147.63,48.75
2011-07-06,106.87,148.91,48.61
2011-07-07,106.57,149.15,49.05
2011-07-08,107.12,150.25,48.62
2011-07-11,107.41,151.59,47.4
2011-07-12,107.5,152.77,47.11
2011-07-13,107.71,154.14,47.68
2011-07-14,107.44,154.54,47.28
2011-07-15,107.59,155.2,47.58
2011-07-18,107.43,156.57,46.95
2011-07-19,107.66,154.66,47.69
2011-07-20,107.49,156.02,47.84
2011-07-21,107.32,154.83,48.67
2011-07-22,107.55,156.12,48.76
2011-07-25,107.24,157.34,48.47
2011-07-26,107.49,157.77,48.54
2011-07-27,107.31,157.19,47.49
2011-07-28,107.52,157.32,47.28
2011-07-29,108.16,158.29,47.15
2011-08-01,108.1175,157.72,46.73
2011-08-02,108.58,161.52,45.65
2011-08-03,108.69,161.49,45.78
2011-08-04,109.27,160.64,43.23
2011-08-05,108.55,161.75,43.38
2011-08-08,108.6,167.119,40.38
2011-08-09,109.24,168.61,42.49
2011-08-10,110.13,174.58,40.51
2011-08-11,108.76,170.75,42.35
2011-08-12,109.24,169.97,42.71
2011-08-15,109.41,171.8,43.72
2011-08-16,109.64,173.92,43.04
2011-08-17,109.82,174.42,43.31
2011-08-18,109.98,177.72,41.35
2011-08-19,110.03,179.95,40.56
2011-08-22,109.89,184.59,40.78
2011-08-23,109.63,177.67,42.15
2011-08-24,109.01,171.646,42.32
2011-08-25,109.23,172.36,41.57
2011-08-26,109.38,177.47,42.07
2011-08-29,109.26,173.89,43.26
2011-08-30,109.6,179.1,43.28
2011-08-31,109.5,177.72,43.68
2011-09-01,109.62,177.87,43.38
2011-09-02,109.95,183.238,42.35
2011-09-05,109.95,183.238,42.35
2011-09-06,110.24,182.9,41.61
2011-09-07,109.98,177.08,42.79
2011-09-08,110.01,181.81,42.16
2011-09-09,110.16,180.7,40.9
2011-09-12,109.94,176.67,40.88
2011-09-13,109.98,178.54,41.22
2011-09-14,110,177.21,41.71
2011-09-15,109.68,174.4,42.4
2011-09-16,109.84,176.03,42.5
2011-09-19,110.08,173.31,41.8
2011-09-20,110.3,175.78,41.71
2011-09-21,110.48,173.59,40.51
2011-09-22,110.8,169.05,38.84
2011-09-23,110.23,159.8,39.21
2011-09-26,109.98,157.58,40.02
2011-09-27,109.83,160.63,40.78
2011-09-28,109.74,156.22,39.97
2011-09-29,109.7,157.7,40.52
2011-09-30,110.11,158.06,39.12
2011-10-03,110.34,160.96,38
2011-10-04,110,157.644,38.73
2011-10-05,109.63,159.46,39.52
2011-10-06,109.45,160.49,40.44
2011-10-07,109.23,159.18,40.07
2011-10-10,109.01,163.266,41.62
2011-10-11,109.27,162.1,41.58
2011-10-12,109.06,163.26,42.23
2011-10-13,109.12,162.3,42.14
2011-10-14,108.94,163.4,42.94
2011-10-17,109.37,162.62,41.96
2011-10-18,109.25,161.84,42.78
2011-10-19,109.41,159.87,42.14
2011-10-20,109.35,157.77,42.07
2011-10-21,109.41,159.52,43.04
2011-10-24,109.24,161.02,43.7
2011-10-25,109.8,165.59,42.92
2011-10-26,109.5,167.4,43.55
2011-10-27,109.35,169.94,45.33
2011-10-28,109.51,169.62,45.18
2011-10-31,110.03,167.34,43.55
2011-11-01,110.27,167.38,42.23
2011-11-02,110.27,169.06,42.99
2011-11-03,110.03,171.72,43.89
2011-11-04,110,170.85,43.45
2011-11-07,110.09,174.98,43.76
2011-11-08,109.94,173.53,44.23
2011-11-09,110.13,172.07,42.242001
2011-11-10,109.92,171.14,42.6
2011-11-11,109.79,173.96,43.58
2011-11-14,109.88,173.2,43.06
2011-11-15,109.74,173.36,43.18
2011-11-16,109.7,171.51,42.45
2011-11-17,109.64,167.1,41.65
2011-11-18,109.62,167.62,41.71
2011-11-21,109.6,163.5,40.67
2011-11-22,109.68,165.31,40.59
2011-11-23,109.78,164.83,39.64
2011-11-24,109.78,164.83,39.64
2011-11-25,109.63,163.4,39.45
2011-11-28,109.62,166.63,40.92
2011-11-29,109.66,166.88,41.08
2011-11-30,109.38,170.13,43.05
2011-12-01,108.84,169.63,42.91
2011-12-02,109.12,169.82,42.89
2011-12-05,109.24,167.32,43.31
2011-12-06,109.14,168.18,43.23
2011-12-07,109.34,169.4,43.47
2011-12-08,109.45,165.976,42.3
2011-12-09,109.39,166.4,43.11
2011-12-12,109.42,161.99,42.15
2011-12-13,109.64,158.45,41.59
2011-12-14,109.91,152.89,41.14
2011-12-15,109.68,152.33,41.4
2011-12-16,110.05,155.23,41.35
2011-12-19,110.16,154.87,40.84
2011-12-20,110.01,156.98,41.72
2011-12-21,109.73,157.16,41.69
2011-12-22,109.9,156.04,42.07
2011-12-23,109.77,156.31,42.36
2011-12-26,109.77,156.31,42.36
2011-12-27,109.94,154.91,42.29
2011-12-28,110.13,151.03,41.69
2011-12-29,110.39,150.34,42.19
2011-12-30,110.25,151.99,42.17
2012-01-02,110.25,151.99,42.17
2012-01-03,110.03,155.92,42.98
2012-01-04,109.88,156.71,42.97
2012-01-05,110.03,157.78,42.8
2012-01-06,110.12,157.2,42.47
2012-01-09,110.03,156.5,42.62
2012-01-10,110,158.64,43
2012-01-11,110.39,159.67,43.15
2012-01-12,110.3,160.38,43.17
2012-01-13,110.55,159.26,42.82
2012-01-16,110.55,159.26,42.82
2012-01-17,110.58,160.5,43.18
2012-01-18,110.44,161.6,43.85
2012-01-19,110.26,161.22,44.22
2012-01-20,109.98,162.07,44.3
2012-01-23,109.89,163.16,44.47
2012-01-24,109.98,162.01,44.34
2012-01-25,110.14,166.42,44.75
2012-01-26,110.36,167.27,44.7
2012-01-27,110.54,168.97,44.75
2012-01-30,110.86,168.03,44.39
2012-01-31,111.05,169.31,44.48
2012-02-01,110.58,169.56,45.05
2012-02-02,110.61,171.05,45.26
2012-02-03,110.56,167.64,45.9
2012-02-06,110.64,167.18,45.71
2012-02-07,110.53,169.7,45.88
2012-02-08,110.44,168.5,46.01
2012-02-09,110.26,168.02,46.02
2012-02-10,110.41,167.14,45.44
2012-02-13,110.45,167.51,45.94
2012-02-14,110.54,167.12,45.72
2012-02-15,110.5,168.108,45.61
2012-02-16,110.48,168,46.17
2012-02-17,110.34,167.35,46.3
2012-02-20,110.34,167.35,46.3
2012-02-21,110.17,171.02,46.39
2012-02-22,110.48,172.94,46.29
2012-02-23,110.57,173.02,46.49
2012-02-24,110.6,172.231,46.72
2012-02-27,110.95,171.7,46.52
2012-02-28,110.87,173.49,46.96
2012-02-29,110.76,164.286,46.68
2012-03-01,110.26,166.61,47.03
2012-03-02,110.5,166.34,46.74
2012-03-05,110.34,165.65,46.49
2012-03-06,110.56,162.7,45.27
2012-03-07,110.46,163.63,45.78
2012-03-08,110.21,165.28,46.53
2012-03-09,110.19,166.3799,46.6
2012-03-12,110.29,165.07,46.51
2012-03-13,109.92,162.3,47.27
